2021-03-01,09:00:19.347807,VN30F2106,1185.70,1185.70,1198.00,1198.00,1185.70,1
2021-03-01,09:01:04.692580,VN30F2103,1183.20,1183.50,1193.00,1194.00,1182.40,6
2021-03-01,09:01:18.658354,VN30F2104,1185.00,1188.00,1195.80,1195.90,1185.00,2
2021-03-01,09:01:18.705645,VN30F2103,1184.00,1183.50,1193.00,1194.00,1182.40,2
2021-03-01,09:01:18.731383,VN30F2103,1184.20,1183.50,1193.00,1194.00,1182.40,1
2021-03-01,09:01:18.756480,VN30F2103,1184.40,1183.50,1193.00,1194.00,1182.40,14
2021-03-01,09:01:20.893318,VN30F2103,1184.70,1183.50,1193.00,1194.00,1182.40,1
2021-03-01,09:01:23.318483,VN30F2103,1184.50,1183.50,1193.00,1194.00,1182.40,5
2021-03-01,09:01:26.702120,VN30F2103,1184.80,1183.50,1193.00,1194.00,1182.40,2
2021-03-01,09:01:30.967966,VN30F2103,1184.60,1183.50,1193.00,1194.00,1182.40,1
2021-03-01,09:01:34.594353,VN30F2103,1184.70,1183.50,1193.00,1194.00,1182.40,2
2021-03-01,09:01:34.594353,VN30F2104,1189.90,1188.00,1195.80,1195.90,1185.00,1
2021-03-01,09:01:42.928646,VN30F2103,1187.00,1183.50,1193.00,1194.00,1182.40,1
2021-03-01,09:01:46.664924,VN30F2103,1185.00,1183.50,1193.00,1194.00,1182.40,10
2021-03-01,09:01:52.906276,VN30F2103,1187.00,1183.50,1193.00,1194.00,1182.40,4
2021-03-01,09:01:58.808259,VN30F2103,1187.60,1183.50,1193.00,1194.00,1182.40,2
2021-03-01,09:02:04.737187,VN30F2103,1187.00,1183.50,1193.00,1194.00,1182.40,4
2021-03-01,09:02:10.990594,VN30F2103,1186.60,1183.50,1193.00,1194.00,1182.40,2
2021-03-01,09:02:14.509749,VN30F2103,1187.60,1183.50,1193.00,1194.00,1182.40,1
2021-03-01,09:02:18.782751,VN30F2103,1186.90,1183.50,1193.00,1194.00,1182.40,9
2021-03-01,09:02:23.149492,VN30F2103,1186.60,1183.50,1193.00,1194.00,1182.40,1
2021-03-01,09:02:26.851460,VN30F2103,1187.00,1183.50,1193.00,1194.00,1182.40,2
2021-03-01,09:02:32.584854,VN30F2103,1186.60,1183.50,1193.00,1194.00,1182.40,9
2021-03-01,09:02:40.621502,VN30F2103,1186.70,1183.50,1193.00,1194.00,1182.40,1
2021-03-01,09:02:52.779206,VN30F2103,1186.80,1183.50,1193.00,1194.00,1182.40,3
2021-03-01,09:02:58.661662,VN30F2103,1186.60,1183.50,1193.00,1194.00,1182.40,1
2021-03-01,09:03:18.608616,VN30F2103,1186.70,1183.50,1193.00,1194.00,1182.40,5
2021-03-01,09:03:24.932688,VN30F2103,1187.00,1183.50,1193.00,1194.00,1182.40,1
